-1	-0.67047	4.37327
-1	0.67047	4.37327
-0.979798	-0.699867	4.37327
-0.979798	0.699867	4.37327
-0.959596	-0.727282	4.37327
-0.959596	0.727282	4.37327
-0.939394	-0.752946	4.37327
-0.939394	0.752946	4.37327
-0.919192	-0.777056	4.37327
-0.919192	0.777056	4.37327
-0.89899	-0.799805	4.37327
-0.89899	0.799805	4.37327
-0.878788	-0.82131	4.37327
-0.878788	0.82131	4.37327
-0.858586	-0.841676	4.37327
-0.858586	0.841676	4.37327
-0.838384	-0.861	4.37327
-0.838384	0.861	4.37327
-0.818182	-0.879358	4.37327
-0.818182	0.879358	4.37327
-0.79798	-0.896868	4.37327
-0.79798	0.896868	4.37327
-0.777778	-0.91357	4.37327
-0.777778	0.91357	4.37327
-0.757576	-0.929497	4.37327
-0.757576	0.929497	4.37327
-0.737374	-0.944682	4.37327
-0.737374	0.944682	4.37327
-0.717172	-0.959165	4.37327
-0.717172	0.959165	4.37327
-0.69697	-0.973118	4.37327
-0.69697	0.973118	4.37327
-0.676768	-0.986419	4.37327
-0.676768	0.986419	4.37327
-0.656566	-0.999103	4.37327
-0.656566	0.999103	4.37327
0.676768	-0.988743	4.37327
0.676768	0.988743	4.37327
0.69697	-0.973695	4.37327
0.69697	0.973695	4.37327
0.717172	-0.957946	4.37327
0.717172	0.957946	4.37327
0.737374	-0.941523	4.37327
0.737374	0.941523	4.37327
0.757576	-0.924379	4.37327
0.757576	0.924379	4.37327
0.777778	-0.906462	4.37327
0.777778	0.906462	4.37327
0.79798	-0.887746	4.37327
0.79798	0.887746	4.37327
0.818182	-0.868197	4.37327
0.818182	0.868197	4.37327
0.838384	-0.847778	4.37327
0.838384	0.847778	4.37327
0.858586	-0.826444	4.37327
0.858586	0.826444	4.37327
0.878788	-0.80414	4.37327
0.878788	0.80414	4.37327
0.89899	-0.780803	4.37327
0.89899	0.780803	4.37327
0.919192	-0.75637	4.37327
0.919192	0.75637	4.37327
0.939394	-0.73077	4.37327
0.939394	0.73077	4.37327
0.959596	-0.703869	4.37327
0.959596	0.703869	4.37327
0.979798	-0.675547	4.37327
0.979798	0.675547	4.37327
1	-0.645666	4.37327
1	0.645666	4.37327

-0.655084	-1	4.37327
0.660958	-1	4.37327
-0.68683	-0.979798	4.37327
0.688839	-0.979798	4.37327
-0.716549	-0.959596	4.37327
0.715084	-0.959596	4.37327
-0.744444	-0.939394	4.37327
0.739922	-0.939394	4.37327
-0.770695	-0.919192	4.37327
0.763506	-0.919192	4.37327
-0.795442	-0.89899	4.37327
0.785946	-0.89899	4.37327
-0.818821	-0.878788	4.37327
0.807351	-0.878788	4.37327
-0.840955	-0.858586	4.37327
0.827814	-0.858586	4.37327
-0.86192	-0.838384	4.37327
0.847408	-0.838384	4.37327
-0.881798	-0.818182	4.37327
0.866198	-0.818182	4.37327
-0.900658	-0.79798	4.37327
0.884234	-0.79798	4.37327
-0.918571	-0.777778	4.37327
0.901557	-0.777778	4.37327
-0.935631	-0.757576	4.37327
0.918223	-0.757576	4.37327
-0.951849	-0.737374	4.37327
0.934308	-0.737374	4.37327
-0.967257	-0.717172	4.37327
0.949779	-0.717172	4.37327
-0.981877	-0.69697	4.37327
0.964652	-0.69697	4.37327
-0.995842	-0.676768	4.37327
0.978957	-0.676768	4.37327
0.992814	-0.656566	4.37327
0.992814	0.656566	4.37327
-0.995842	0.676768	4.37327
0.978957	0.676768	4.37327
-0.981877	0.69697	4.37327
0.964652	0.69697	4.37327
-0.967257	0.717172	4.37327
0.949779	0.717172	4.37327
-0.951849	0.737374	4.37327
0.934308	0.737374	4.37327
-0.935631	0.757576	4.37327
0.918223	0.757576	4.37327
-0.918571	0.777778	4.37327
0.901557	0.777778	4.37327
-0.900658	0.79798	4.37327
0.884234	0.79798	4.37327
-0.881798	0.818182	4.37327
0.866198	0.818182	4.37327
-0.86192	0.838384	4.37327
0.847408	0.838384	4.37327
-0.840955	0.858586	4.37327
0.827814	0.858586	4.37327
-0.818821	0.878788	4.37327
0.807351	0.878788	4.37327
-0.795442	0.89899	4.37327
0.785946	0.89899	4.37327
-0.770695	0.919192	4.37327
0.763506	0.919192	4.37327
