0,364	7,61E-07	0,0766801	0,0766788
0,365	1,19E-06	0,129106	0,129105
0,366	1,62E-06	0,160311	0,160312
0,367	2,03E-06	0,161569	0,161571
0,368	2,42E-06	0,132486	0,132488
0,369	2,76E-06	0,0813312	0,0813344
0,37	3,01E-06	0,0189783	0,0189815
0,371	3,12E-06	-0,0456638	-0,0456608
0,372	3,05E-06	-0,106284	-0,106281
0,373	2,75E-06	-0,158541	-0,158539
0,374	2,22E-06	-0,199717	-0,199716
0,375	1,49E-06	-0,22846	-0,228459
0,376	6,57E-07	-0,244316	-0,244316
0,377	1,73E-07	-0,247227	-0,247228
0,378	8,66E-07	-0,237197	-0,2372
0,379	1,30E-06	-0,214232	-0,214236
0,38	1,37E-06	-0,17855	-0,178554
0,381	1,04E-06	-0,131032	-0,131037
0,382	3,52E-07	-0,07374	-0,073745
0,383	6,14E-07	-0,0102575	-0,0102623
0,384	1,75E-06	0,0540596	0,0540555
0,385	2,95E-06	0,111533	0,11153
0,386	4,15E-06	0,151885	0,151885
0,387	5,34E-06	0,164846	0,16485
0,388	6,46E-06	0,146418	0,146424
0,389	7,47E-06	0,102176	0,102185
0,39	8,27E-06	0,0427901	0,0427992
0,391	8,74E-06	-0,0218636	-0,0218548
0,392	8,73E-06	-0,0845748	-0,084567
0,393	8,10E-06	-0,140333	-0,140327
0,394	6,81E-06	-0,185843	-0,185839
0,395	4,91E-06	-0,219287	-0,219285
0,396	2,61E-06	-0,239941	-0,239942
0,397	2,20E-07	-0,247653	-0,247657
0,398	1,91E-06	-0,242426	-0,242432
0,399	3,40E-06	-0,224253	-0,224262
0,4	3,95E-06	-0,193232	-0,193244
