t	L_x
16 970	9,94802
16 980	9,9482
16 990	9,94596
17 000	9,94708
17 010	9,95098
17 020	9,94891
17 030	9,94717
17 040	9,94657
17 050	9,94709
17 060	9,94776
17 070	9,94924
17 080	9,94783
17 090	9,94931
17 100	9,94836
17 110	9,94579
17 120	9,94678
17 130	9,94929
17 140	9,94796
17 150	9,94834
17 160	9,9493
17 170	9,94737
17 180	9,94669
17 190	9,94717
17 200	9,94776
17 210	9,94966
17 220	9,94948
17 230	9,94654
17 240	9,94785
17 250	9,94821
17 260	9,9462
17 270	9,94751
17 280	9,9505
17 290	9,94889
17 300	9,94757
17 310	9,9467
17 320	9,9467
17 330	9,94902
17 340	9,94912
17 350	9,94739
17 360	9,94916
17 370	9,94952
17 380	9,94597
17 390	9,94654
17 400	9,94884
17 410	9,94893
17 420	9,9493
17 430	9,94836
17 440	9,94671
17 450	9,94793
17 460	9,94822
17 470	9,94704
17 480	9,94945
17 490	9,94977
17 500	9,94733
17 510	9,9476
17 520	9,94819
17 530	9,94636
17 540	9,94849
17 550	9,94981
17 560	9,94922
17 570	9,94811
17 580	9,947
17 590	9,94592
17 600	9,94936
17 610	9,94946
17 620	9,94747
17 630	9,94885
17 640	9,94952
17 650	9,94676
17 660	9,94671
17 670	9,94849
17 680	9,94898
17 690	9,95028
17 700	9,94822
17 710	9,94662
17 720	9,94806
17 730	9,9487
17 740	9,94669
17 750	9,94968
17 760	9,95024
17 770	9,94847
17 780	9,94718
17 790	9,94755
17 800	9,94696
17 810	9,94973
17 820	9,9494
17 830	9,94851
17 840	9,94886
17 850	9,94765
17 860	9,94604
17 870	9,94881
17 880	9,94975
17 890	9,94842
17 900	9,94919
17 910	9,94855
17 920	9,9471
17 930	9,94725
17 940	9,94817
17 950	9,94878
17 960	9,95074
17 970	9,94833
17 980	9,94675
17 990	9,94825
18 000	9,94849
18 010	9,94729
18 020	9,94946
18 030	9,95003
18 040	9,94885
18 050	9,94776
18 060	9,94643
18 070	9,94756
18 080	9,95052
18 090	9,94959
18 100	9,94803
18 110	9,94928
18 120	9,94806
18 130	9,94705
18 140	9,9485
18 150	9,94911
18 160	9,94931
18 170	9,94991
18 180	9,94799
18 190	9,94716
18 200	9,94856
18 210	9,94784
18 220	9,94908
18 230	9,95057
18 240	9,94895
18 250	9,94688
18 260	9,94845
18 270	9,94763
18 280	9,94847
18 290	9,94946
18 300	9,94949
18 310	9,94886
18 320	9,94884
18 330	9,94624
18 340	9,94792
18 350	9,95059
18 360	9,94937
18 370	9,94814
18 380	9,94924
18 390	9,94819
18 400	9,94749
18 410	9,94857
18 420	9,94825
18 430	9,95034
18 440	9,95054
18 450	9,94778
18 460	9,94664
18 470	9,94934
18 480	9,948
18 490	9,94927
18 500	9,95013
18 510	9,94936
18 520	9,9477
18 530	9,94863
18 540	9,94725
18 550	9,94914
18 560	9,95019
18 570	9,94909
18 580	9,94883
18 590	9,94915
18 600	9,94662
18 610	9,94781
18 620	9,95051
18 630	9,94959
18 640	9,94898
18 650	9,94916
18 660	9,94805
18 670	9,94776
18 680	9,94872
18 690	9,94805
18 700	9,95068
18 710	9,95082
18 720	9,94729
18 730	9,94675
18 740	9,94945
18 750	9,94894
18 760	9,94929
18 770	9,95003
18 780	9,94909
18 790	9,94888
18 800	9,94832
18 810	9,94694
18 820	9,94927
18 830	9,95114
18 840	9,94901
18 850	9,94884
18 860	9,94912
18 870	9,94749
18 880	9,94818
18 890	9,95001
18 900	9,94967
18 910	9,94983
18 920	9,94929
18 930	9,94737
18 940	9,94842
18 950	9,94882
18 960	9,94863
18 970	9,95034
18 980	9,95124
18 990	9,94748
19 000	9,9475
19 010	9,94853
19 020	9,94937
19 030	9,94955
19 040	9,94986
19 050	9,94853
19 060	9,94982
19 070	9,94832
19 080	9,94691
19 090	9,94942
19 100	9,95136
19 110	9,94942
19 120	9,94894
19 130	9,94888
19 140	9,94796
19 150	9,94891
19 160	9,94882
19 170	9,94958
19 180	9,95091
19 190	9,95001
19 200	9,94683
19 210	9,94871
19 220	9,94907
19 230	9,94941
19 240	9,95023
19 250	9,95054
19 260	9,94806
19 270	9,94867
19 280	9,94804
19 290	9,94903
19 300	9,9504
19 310	9,94994
19 320	9,94869
19 330	9,95025
19 340	9,94851
19 350	9,94682
19 360	9,94942
19 370	9,95093
19 380	9,94989
19 390	9,94926
19 400	9,94828
19 410	9,94832
19 420	9,94994
19 430	9,94868
19 440	9,94911
19 450	9,95167
19 460	9,94997
19 470	9,94696
19 480	9,94834
19 490	9,94947
19 500	9,94964
19 510	9,95069
19 520	9,94972
19 530	9,94883
19 540	9,94935
19 550	9,9481
19 560	9,94861
19 570	9,95127
19 580	9,9501
19 590	9,94858
19 600	9,94996
19 610	9,94887
19 620	9,94774
19 630	9,94962
19 640	9,95074
19 650	9,95014
19 660	9,95023
19 670	9,94769
19 680	9,94835
19 690	9,94993
19 700	9,94944
19 710	9,94897
19 720	9,95201
19 730	9,94964
19 740	9,94755
19 750	9,94834
19 760	9,94991
19 770	9,95008
19 780	9,95093
19 790	9,9488
19 800	9,94908
19 810	9,94989
19 820	9,94819
19 830	9,94839
19 840	9,95152
19 850	9,95081
19 860	9,94875
19 870	9,94976
19 880	9,9487
19 890	9,94886
19 900	9,94979
19 910	9,95026
19 920	9,9501
19 930	9,95092
19 940	9,94785
19 950	9,94823
19 960	9,9501
19 970	9,94996
19 980	9,94952
19 990	9,95176
20 000	9,94961
20 010	9,94797
20 020	9,94857
20 030	9,94973
20 040	9,95057
20 050	9,95083
20 060	9,94867
20 070	9,94933
20 080	9,95071
20 090	9,94832
20 100	9,94813
20 110	9,95112
20 120	9,95117
20 130	9,94981
20 140	9,94904
20 150	9,94803
20 160	9,9492
20 170	9,95054
20 180	9,94969
20 190	9,9505
20 200	9,95089
20 210	9,94838
20 220	9,94831
20 230	9,95022
20 240	9,94986
20 250	9,95024
20 260	9,95097
20 270	9,9495
20 280	9,949
20 290	9,94904
20 300	9,94897
20 310	9,95091
20 320	9,95143
20 330	9,94899
20 340	9,94978
20 350	9,95031
20 360	9,94863
20 370	9,94854
20 380	9,95111
20 390	9,9508
20 400	9,95091
20 410	9,94882
20 420	9,94808
20 430	9,94974
20 440	9,95113
20 450	9,94923
20 460	9,95091
20 470	9,95079
20 480	9,94871
20 490	9,94839
20 500	9,95004
20 510	9,94994
20 520	9,95109
20 530	9,95041
20 540	9,94898
20 550	9,94998
20 560	9,94955
20 570	9,9486
20 580	9,95043
20 590	9,95174
20 600	9,94947
20 610	9,95014
20 620	9,9495
20 630	9,94873
20 640	9,94969
20 650	9,95132
20 660	9,95045
20 670	9,95118
20 680	9,94905
20 690	9,94809
20 700	9,95034
20 710	9,95129
20 720	9,9493
20 730	9,95069
20 740	9,95108
20 750	9,94933
20 760	9,94904
20 770	9,94923
20 780	9,95005
20 790	9,95191
20 800	9,95075
20 810	9,94857
20 820	9,94995
20 830	9,94997
20 840	9,94876
20 850	9,95058
20 860	9,95157
20 870	9,95021
20 880	9,95013
20 890	9,9492
20 900	9,94873
20 910	9,9507
20 920	9,95096
20 930	9,95018
20 940	9,95098
20 950	9,94986
20 960	9,94829
20 970	9,95046
20 980	9,95083
20 990	9,94999
21 000	9,95107
21 010	9,95097
21 020	9,9496
21 030	9,94946
21 040	9,94916
21 050	9,94988
21 060	9,95254
21 070	9,95083
21 080	9,94911
21 090	9,94989
21 100	9,95019
21 110	9,94905
21 120	9,95097
21 130	9,95106
21 140	9,95095
21 150	9,95023
21 160	9,94911
21 170	9,94852
21 180	9,95137
21 190	9,95081
21 200	9,95058
21 210	9,95107
21 220	9,95007
21 230	9,9488
21 240	9,95008
21 250	9,95041
21 260	9,9505
21 270	9,95176
21 280	9,95029
21 290	9,94985
21 300	9,94973
21 310	9,94948
21 320	9,95023
21 330	9,95269
21 340	9,95063
21 350	9,94978
21 360	9,95001
21 370	9,95008
21 380	9,94946
21 390	9,95123
21 400	9,9506
21 410	9,95157
21 420	9,95085
21 430	9,9489
21 440	9,94909
21 450	9,95158
21 460	9,95071
21 470	9,95052
21 480	9,95126
21 490	9,95001
21 500	9,94957
21 510	9,94993
21 520	9,94991
21 530	9,95125
21 540	9,95229
21 550	9,94976
21 560	9,94974
21 570	9,95023
21 580	9,94963
21 590	9,95043
21 600	9,95218
21 610	9,95061
21 620	9,95046
21 630	9,9505
21 640	9,94949
21 650	9,95027
21 660	9,95129
21 670	9,95067
21 680	9,95157
21 690	9,95129
21 700	9,94865
21 710	9,9495
21 720	9,95165
21 730	9,951
21 740	9,95087
21 750	9,95115
21 760	9,95011
21 770	9,9503
21 780	9,95023
21 790	9,94937
21 800	9,95174
21 810	9,9525
21 820	9,95017
21 830	9,94944
21 840	9,95068
21 850	9,94965
21 860	9,95105
21 870	9,95166
21 880	9,95104
21 890	9,95083
21 900	9,95063
21 910	9,94895
21 920	9,95073
21 930	9,95163
21 940	9,95086
21 950	9,95151
21 960	9,95128
21 970	9,94919
21 980	9,94991
21 990	9,95161
22 000	9,95096
22 010	9,9516
22 020	9,95097
22 030	9,95033
22 040	9,95049
22 050	9,95056
22 060	9,94925
22 070	9,95231
22 080	9,95241
22 090	9,95068
22 100	9,94959
22 110	9,95062
22 120	9,94994
22 130	9,95159
22 140	9,95126
22 150	9,95107
22 160	9,95146
22 170	9,95056
22 180	9,94896
22 190	9,95095
22 200	9,95184
22 210	9,95115
22 220	9,95145
22 230	9,95089
22 240	9,94987
22 250	9,95053
22 260	9,95087
22 270	9,95071
22 280	9,95242
22 290	9,95139
22 300	9,95027
22 310	9,95053
22 320	9,95026
22 330	9,95005
22 340	9,9525
22 350	9,95223
22 360	9,95063
22 370	9,95031
22 380	9,95024
22 390	9,95053
22 400	9,95194
22 410	9,95104
22 420	9,95103
22 430	9,95214
22 440	9,95067
22 450	9,94906
22 460	9,95105
22 470	9,95171
22 480	9,95171
22 490	9,95167
22 500	9,95049
22 510	9,95015
22 520	9,95142
22 530	9,95025
22 540	9,95092
22 550	9,95257
22 560	9,95191
22 570	9,95011
22 580	9,9509
22 590	9,95002
22 600	9,95087
22 610	9,95239
22 620	9,95185
22 630	9,95081
22 640	9,95111
22 650	9,94987
22 660	9,95062
22 670	9,95228
22 680	9,95144
22 690	9,95117
22 700	9,95214
22 710	9,95072
22 720	9,94958
22 730	9,95136
22 740	9,95131
22 750	9,95202
22 760	9,95194
22 770	9,95069
22 780	9,95025
22 790	9,95177
22 800	9,9502
22 810	9,95108
22 820	9,95287
22 830	9,95207
22 840	9,95018
22 850	9,95064
22 860	9,95011
22 870	9,95174
22 880	9,95264
22 890	9,95136
22 900	9,95082
22 910	9,95188
22 920	9,95028
22 930	9,95051
22 940	9,95186
22 950	9,95146
22 960	9,95178
22 970	9,95219
22 980	9,95059
22 990	9,95011
23 000	9,95128
23 010	9,95142
23 020	9,95241
23 030	9,95254
23 040	9,95053
23 050	9,95035
23 060	9,95146
23 070	9,95058
23 080	9,95163
23 090	9,95284
23 100	9,95205
23 110	9,95072
23 120	9,95066
23 130	9,95019
23 140	9,95221
23 150	9,95263
23 160	9,95113
23 170	9,95119
23 180	9,95225
23 190	9,95039
23 200	9,95066
23 210	9,95128
23 220	9,95209
23 230	9,95251
23 240	9,95223
23 250	9,94986
23 260	9,95081
23 270	9,95134
23 280	9,9515
23 290	9,95247
23 300	9,95273
23 310	9,95069
23 320	9,95083
23 330	9,95104
23 340	9,95092
23 350	9,95222
23 360	9,95266
23 370	9,95174
23 380	9,95152
23 390	9,95085
23 400	9,95006
23 410	9,95233
23 420	9,95243
23 430	9,9516
23 440	9,95182
23 450	9,95217
23 460	9,95028
23 470	9,95105
23 480	9,95121
23 490	9,95253
23 500	9,95324
23 510	9,95178
23 520	9,94969
23 530	9,95144
23 540	9,95171
23 550	9,95135
23 560	9,95246
23 570	9,9527
23 580	9,95142
23 590	9,95132
23 600	9,95048
23 610	9,95092
23 620	9,953
23 630	9,95253
23 640	9,95132
23 650	9,95189
23 660	9,95121
23 670	9,95052
23 680	9,95212
23 690	9,9523
23 700	9,95177
23 710	9,95271
23 720	9,95166
23 730	9,95049
23 740	9,95106
23 750	9,95152
23 760	9,9524
23 770	9,9539
23 780	9,95158
23 790	9,94997
23 800	9,95156
23 810	9,95218
23 820	9,9516
23 830	9,95251
23 840	9,95219
23 850	9,95182
23 860	9,95186
23 870	9,95038
23 880	9,95109
23 890	9,95316
23 900	9,95288
23 910	9,95135
23 920	9,95232
23 930	9,95097
23 940	9,95122
23 950	9,9518
23 960	9,95254
23 970	9,95215
23 980	9,95319
23 990	9,95093
24 000	9,95093
24 010	9,95154
24 020	9,95207
24 030	9,95224
24 040	9,95372
24 050	9,95156
24 060	9,9509
24 070	9,95153
24 080	9,95171
24 090	9,95207
24 100	9,95284
24 110	9,95225
24 120	9,95199
24 130	9,95223
24 140	9,95029
24 150	9,95179
24 160	9,95323
24 170	9,95293
24 180	9,95165
24 190	9,95244
24 200	9,95082
24 210	9,95157
24 220	9,95165
24 230	9,95252
24 240	9,95312
24 250	9,95357
24 260	9,95053
24 270	9,95106
24 280	9,95199
24 290	9,95236
24 300	9,95268
24 310	9,95301
24 320	9,95136
24 330	9,95161
24 340	9,95204
24 350	9,95133
24 360	9,95239
24 370	9,95306
24 380	9,95252
24 390	9,95262
24 400	9,9519
24 410	9,95015
24 420	9,9518
24 430	9,9535
24 440	9,95282
24 450	9,95244
24 460	9,95207
24 470	9,95106
24 480	9,95207
24 490	9,95241
24 500	9,952
24 510	9,95351
24 520	9,95303
24 530	9,95093
24 540	9,95115
24 550	9,95238
24 560	9,95216
24 570	9,95314
24 580	9,95285
24 590	9,95196
24 600	9,95253
24 610	9,95184
24 620	9,95082
24 630	9,9524
24 640	9,9536
24 650	9,95244
24 660	9,95265
24 670	9,95142
24 680	9,95103
24 690	9,95227
24 700	9,95371
24 710	9,95237
24 720	9,9532
24 730	9,95175
24 740	9,95155
24 750	9,95186
24 760	9,95254
24 770	9,95175
24 780	9,954
24 790	9,95314
24 800	9,95167
24 810	9,95152
24 820	9,95219
24 830	9,95218
24 840	9,95331
24 850	9,95286
24 860	9,95206
24 870	9,95272
24 880	9,95128
24 890	9,95124
24 900	9,95303
24 910	9,95428
24 920	9,95247
24 930	9,9527
24 940	9,95108
24 950	9,95188
24 960	9,95261
24 970	9,95298
24 980	9,95215
24 990	9,95358
25 000	9,95219
25 010	9,95185
25 020	9,95202
25 030	9,95239
25 040	9,95267
25 050	9,95417
25 060	9,95281
25 070	9,95151
25 080	9,9518
25 090	9,95178
25 100	9,95279
25 110	9,95365
25 120	9,95299
25 130	9,95232
25 140	9,95305
25 150	9,95138
25 160	9,95181
25 170	9,95319
25 180	9,95362
25 190	9,95281
25 200	9,95269
25 210	9,95124
25 220	9,95211
25 230	9,95327
25 240	9,95274
25 250	9,95308
25 260	9,95383
25 270	9,95239
25 280	9,95146
25 290	9,95194
25 300	9,9521
25 310	9,95354
25 320	9,95398
25 330	9,95229
25 340	9,95188
25 350	9,95264
25 360	9,95205
25 370	9,95286
25 380	9,95388
25 390	9,95284
25 400	9,95283
25 410	9,95235
25 420	9,95143
25 430	9,95198
25 440	9,95384
25 450	9,9531
25 460	9,95357
25 470	9,95282
25 480	9,95171
25 490	9,95222
25 500	9,9534
25 510	9,95226
25 520	9,95321
25 530	9,95377
25 540	9,95279
25 550	9,95194
25 560	9,95192
25 570	9,95225
25 580	9,95432
25 590	9,95447
25 600	9,95217
25 610	9,95224
25 620	9,95239
25 630	9,95222
25 640	9,95265
25 650	9,95385
25 660	9,95309
25 670	9,95368
25 680	9,95236
25 690	9,95181
25 700	9,95252
25 710	9,95381
25 720	9,95288
25 730	9,95386
25 740	9,95278
25 750	9,95176
25 760	9,95209
25 770	9,95312
25 780	9,95294
25 790	9,95424
25 800	9,95385
25 810	9,95255
25 820	9,95251
25 830	9,95207
25 840	9,95244
25 850	9,95414
25 860	9,95399
25 870	9,95244
25 880	9,95286
25 890	9,95246
25 900	9,95231
25 910	9,95333
25 920	9,95394
25 930	9,95357
25 940	9,95394
25 950	9,9519
25 960	9,95136
25 970	9,95293
25 980	9,95383
25 990	9,95318
26 000	9,95387
26 010	9,95312
26 020	9,95271
26 030	9,95267
26 040	9,95239
26 050	9,95306
26 060	9,95515
26 070	9,95355
26 080	9,95186
26 090	9,95186
26 100	9,9526
26 110	9,95328
26 120	9,95495
26 130	9,9537
26 140	9,95296
26 150	9,95306
26 160	9,95276
26 170	9,95261
26 180	9,9535
26 190	9,95292
26 200	9,9536
26 210	9,95442
26 220	9,9525
26 230	9,95149
26 240	9,95327
26 250	9,95431
26 260	9,95414
26 270	9,95404
26 280	9,95231
26 290	9,95244
26 300	9,95244
26 310	9,95243
26 320	9,95335
26 330	9,95549
26 340	9,95335
26 350	9,95251
26 360	9,95284
26 370	9,9533
26 380	9,95322
26 390	9,95405
26 400	9,95324
26 410	9,95364
26 420	9,95318
26 430	9,95191
26 440	9,9524
26 450	9,95424
26 460	9,95412
26 470	9,9545
26 480	9,95435
26 490	9,95241
26 500	9,95198
26 510	9,95297
26 520	9,95354
26 530	9,9542
26 540	9,95397
26 550	9,95254
26 560	9,95288
26 570	9,95322
26 580	9,95288
26 590	9,95443
26 600	9,95512
26 610	9,95328
26 620	9,95221
26 630	9,95262
26 640	9,95278
26 650	9,95342
26 660	9,95342
26 670	9,9535
26 680	9,95508
26 690	9,95438
26 700	9,95183
26 710	9,95214
26 720	9,95415
26 730	9,95454
26 740	9,95463
26 750	9,95293
26 760	9,95186
26 770	9,95256
26 780	9,95411
26 790	9,95393
26 800	9,95541
26 810	9,95398
26 820	9,95322
26 830	9,95316
26 840	9,95341
26 850	9,95197
26 860	9,95385
26 870	9,9543
26 880	9,9542
26 890	9,95326
26 900	9,95271
26 910	9,95265
26 920	9,95476
26 930	9,9544
26 940	9,95375
26 950	9,95436
26 960	9,95296
26 970	9,95158
26 980	9,95233
26 990	9,95435
27 000	9,95442
27 010	9,95511
27 020	9,95304
27 030	9,95336
27 040	9,95369
27 050	9,95374
27 060	9,95288
27 070	9,95506
27 080	9,95401
27 090	9,95319
27 100	9,95262
27 110	9,95327
27 120	9,95343
27 130	9,95514
27 140	9,9546
27 150	9,95457
27 160	9,95427
27 170	9,95246
27 180	9,95221
27 190	9,95376
27 200	9,95421
27 210	9,95401
27 220	9,95491
27 230	9,95322
27 240	9,95242
27 250	9,95331
27 260	9,95487
27 270	9,95532
27 280	9,95451
27 290	9,95195
27 300	9,95275
27 310	9,95419
27 320	9,95316
27 330	9,95269
27 340	9,9549
27 350	9,95549
27 360	9,95463
27 370	9,95329
27 380	9,95225
27 390	9,95378
27 400	9,95494
27 410	9,95425
27 420	9,95392
27 430	9,95377
27 440	9,95228
27 450	9,95331
27 460	9,95509
27 470	9,9548
27 480	9,95473
27 490	9,95469
27 500	9,9536
27 510	9,95269
27 520	9,95298
27 530	9,95304
27 540	9,95526
27 550	9,95488
27 560	9,95349
27 570	9,95321
27 580	9,95463
27 590	9,95318
27 600	9,95426
27 610	9,95481
27 620	9,95486
27 630	9,95359
27 640	9,95274
27 650	9,95193
27 660	9,95415
27 670	9,95508
27 680	9,95447
27 690	9,95513
27 700	9,95461
27 710	9,95315
27 720	9,95301
27 730	9,95453
27 740	9,95425
27 750	9,95522
27 760	9,9536
27 770	9,95323
27 780	9,95358
27 790	9,95489
27 800	9,9535
27 810	9,95531
27 820	9,95501
27 830	9,95479
27 840	9,95375
27 850	9,95312
27 860	9,95197
27 870	9,95432
27 880	9,95527
27 890	9,955
27 900	9,95433
27 910	9,95304
27 920	9,95309
27 930	9,95518
27 940	9,95554
27 950	9,95363
27 960	9,954
27 970	9,95373
27 980	9,95376
27 990	9,95322
28 000	9,95348
28 010	9,95426
28 020	9,95681
28 030	9,95517
28 040	9,9535
28 050	9,95359
28 060	9,95412
28 070	9,95393
28 080	9,9549
28 090	9,95463
28 100	9,95406
28 110	9,95408
28 120	9,95334
28 130	9,9541
28 140	9,95553
28 150	9,95529
28 160	9,95471
28 170	9,95481
28 180	9,95319
28 190	9,9526
28 200	9,95416
28 210	9,95473
28 220	9,95471
28 230	9,95483
28 240	9,95415
28 250	9,95404
28 260	9,95452
28 270	9,95366
28 280	9,95492
28 290	9,95559
28 300	9,95425
28 310	9,95286
28 320	9,95403
28 330	9,9536
28 340	9,95441
28 350	9,95537
28 360	9,95579
28 370	9,95543
28 380	9,9544
28 390	9,95267
28 400	9,95391
28 410	9,95579
28 420	9,95478
28 430	9,95401
28 440	9,95402
28 450	9,95408
28 460	9,95448
28 470	9,95521
28 480	9,95412
28 490	9,95551
28 500	9,95553
28 510	9,95464
28 520	9,95305
28 530	9,95344
28 540	9,95302
28 550	9,95569
28 560	9,95599
28 570	9,95468
28 580	9,95363
28 590	9,95449
28 600	9,95434
28 610	9,9553
28 620	9,95483
28 630	9,95423
28 640	9,9549
28 650	9,95459
28 660	9,95298
28 670	9,95365
28 680	9,95571
28 690	9,95573
28 700	9,95603
28 710	9,95465
28 720	9,95401
28 730	9,95419
28 740	9,95446
28 750	9,95375
28 760	9,95565
28 770	9,95537
28 780	9,95409
28 790	9,95374
28 800	9,95475
28 810	9,95459
28 820	9,95592
28 830	9,95557
28 840	9,95494
28 850	9,95429
28 860	9,95337
28 870	9,95309
28 880	9,9552
28 890	9,95544
28 900	9,95478
28 910	9,95537
28 920	9,95504
28 930	9,95396
28 940	9,95472
28 950	9,95512
28 960	9,9551
28 970	9,95517
28 980	9,95432
28 990	9,95389
29 000	9,95459
29 010	9,95396
29 020	9,95478
29 030	9,95715
29 040	9,95665
29 050	9,95405
29 060	9,95346
29 070	9,95422
29 080	9,95521
29 090	9,95572
29 100	9,95424
29 110	9,95418
29 120	9,95538
29 130	9,95495
29 140	9,95423
29 150	9,95544
29 160	9,95542
29 170	9,95582
29 180	9,95547
29 190	9,9539
29 200	9,95267
29 210	9,95448
29 220	9,955
29 230	9,95591
29 240	9,95567
29 250	9,95465
29 260	9,95448
29 270	9,9557
29 280	9,9547
29 290	9,95472
29 300	9,95565
29 310	9,95533
29 320	9,95431
29 330	9,95411
29 340	9,95383
29 350	9,95559
29 360	9,9568
29 370	9,95572
29 380	9,95524
29 390	9,95549
29 400	9,95439
29 410	9,95399
29 420	9,95485
29 430	9,95491
29 440	9,9556
29 450	9,95542
29 460	9,95438
29 470	9,95467
29 480	9,95556
29 490	9,95516
29 500	9,95604
29 510	9,95623
29 520	9,95449
29 530	9,95335
29 540	9,95399
29 550	9,95426
29 560	9,95597
29 570	9,95613
29 580	9,95526
29 590	9,95514
29 600	9,95561
29 610	9,95481
29 620	9,95546
29 630	9,95514
29 640	9,95478
29 650	9,95534
29 660	9,95576
29 670	9,95366
29 680	9,95415
29 690	9,95542
29 700	9,95718
29 710	9,95737
29 720	9,95551
29 730	9,95329
29 740	9,95471
29 750	9,95558
29 760	9,95477
29 770	9,95489
29 780	9,95525
29 790	9,95541
29 800	9,95558
29 810	9,95505
29 820	9,95446
29 830	9,95641
29 840	9,95638
29 850	9,95548
29 860	9,95438
29 870	9,95404
29 880	9,95344
29 890	9,95568
29 900	9,95574
29 910	9,95612
29 920	9,95621
29 930	9,9561
29 940	9,95469
29 950	9,95524
29 960	9,95493
29 970	9,95563
29 980	9,95636
29 990	9,95501
30 000	9,95348
30 010	9,95489
30 020	9,95597
30 030	9,9564
30 040	9,95682
30 050	9,95595
30 060	9,95558
30 070	9,95543
30 080	9,95437
30 090	9,95392
30 100	9,95542
30 110	9,95533
30 120	9,95554
30 130	9,95626
30 140	9,95538
30 150	9,95467
30 160	9,95578
30 170	9,95639
30 180	9,95672
30 190	9,95579
30 200	9,95343
30 210	9,95314
30 220	9,95529
30 230	9,9561
30 240	9,95617
30 250	9,95638
30 260	9,95567
30 270	9,95626
30 280	9,95674
30 290	9,95505
30 300	9,95429
30 310	9,95536
30 320	9,95594
30 330	9,95587
30 340	9,95518
30 350	9,95363
30 360	9,95561
30 370	9,95794
30 380	9,95788
30 390	9,95586
30 400	9,95515
30 410	9,95405
30 420	9,95519
30 430	9,955
30 440	9,95451
30 450	9,95526
30 460	9,95706
30 470	9,95571
30 480	9,95542
30 490	9,95571
30 500	9,95628
30 510	9,95657
30 520	9,95602
30 530	9,95456
30 540	9,95448
30 550	9,95489
30 560	9,9541
30 570	9,95605
30 580	9,95704
30 590	9,95734
30 600	9,95671
30 610	9,9567
30 620	9,95443
30 630	9,95527
30 640	9,95557
30 650	9,95634
30 660	9,95548
30 670	9,95489
30 680	9,95406
30 690	9,95663
30 700	9,95731
30 710	9,95686
30 720	9,95684
30 730	9,95662
30 740	9,95509
30 750	9,95465
30 760	9,95479
30 770	9,95415
30 780	9,95536
30 790	9,95578
30 800	9,9572
30 810	9,95697
30 820	9,95573
30 830	9,95421
30 840	9,95721
30 850	9,95778
30 860	9,95606
30 870	9,95349
30 880	9,95351
30 890	9,95469
30 900	9,95736
30 910	9,95675
30 920	9,95613
30 930	9,95709
30 940	9,95773
30 950	9,95692
30 960	9,95554
30 970	9,95418
30 980	9,95462
30 990	9,95718
31 000	9,95637
31 010	9,95477
31 020	9,95467
31 030	9,95632
31 040	9,95774
31 050	9,95859
31 060	9,95638
31 070	9,95517
31 080	9,95532
31 090	9,95501
31 100	9,95409
31 110	9,95465
31 120	9,95571
31 130	9,95708
31 140	9,95765
31 150	9,9556
31 160	9,95581
31 170	9,95713
31 180	9,95716
31 190	9,95553
31 200	9,95562
31 210	9,95462
31 220	9,95501
31 230	9,95517
31 240	9,95598
31 250	9,95721
31 260	9,9584
31 270	9,95753
31 280	9,95719
31 290	9,95647
31 300	9,9543
31 310	9,95488
31 320	9,95655
31 330	9,95668
31 340	9,9549
31 350	9,95522
31 360	9,95574
31 370	9,95812
31 380	9,95769
31 390	9,95699
31 400	9,95615
31 410	9,9565
31 420	9,95452
31 430	9,95501
31 440	9,95457
31 450	9,95459
31 460	9,95615
31 470	9,95868
31 480	9,9578
31 490	9,95585
31 500	9,95517
31 510	9,95653
31 520	9,95865
31 530	9,95664
31 540	9,95385
31 550	9,95404
31 560	9,9566
31 570	9,9563
31 580	9,95694
31 590	9,95674
31 600	9,95803
31 610	9,9585
31 620	9,95777
31 630	9,95451
31 640	9,95466
31 650	9,95538
31 660	9,95678
31 670	9,95672
31 680	9,95554
31 690	9,95482
31 700	9,95709
31 710	9,95812
31 720	9,95719
31 730	9,95682
31 740	9,95646
31 750	9,95607
31 760	9,95537
31 770	9,95417
31 780	9,95399
31 790	9,95701
31 800	9,95816
31 810	9,95756
31 820	9,95648
31 830	9,95638
31 840	9,95669
31 850	9,95768
31 860	9,9564
31 870	9,95555
31 880	9,95596
31 890	9,95574
31 900	9,95544
31 910	9,9566
31 920	9,95713
31 930	9,95758
31 940	9,95858
31 950	9,95786
31 960	9,95639
31 970	9,95516
31 980	9,95478
31 990	9,95614
32 000	9,95763
32 010	9,9563
32 020	9,95538
32 030	9,95652
32 040	9,95703
32 050	9,95746
32 060	9,95759
32 070	9,95684
32 080	9,95616
32 090	9,95634
32 100	9,95517
32 110	9,9551
32 120	9,95541
32 130	9,95674
32 140	9,95828
32 150	9,95874
32 160	9,95602
32 170	9,95556
32 180	9,95722
32 190	9,95775
32 200	9,95656
32 210	9,95574
32 220	9,95567
32 230	9,95678
32 240	9,95684
32 250	9,95572
32 260	9,95705
32 270	9,95875
32 280	9,95859
32 290	9,95685
32 300	9,95587
32 310	9,95483
32 320	9,95651
32 330	9,95704
32 340	9,95664
32 350	9,95617
32 360	9,95685
32 370	9,95665
32 380	9,95744
32 390	9,95691
32 400	9,95669
32 410	9,95741
32 420	9,95769
32 430	9,95567
32 440	9,95512
32 450	9,95551
32 460	9,95681
32 470	9,95817
32 480	9,95788
32 490	9,95677
32 500	9,95703
32 510	9,95705
32 520	9,95629
