t	L_x
32 530	9,95703
32 540	9,95713
32 550	9,95678
32 560	9,9564
32 570	9,9564
32 580	9,95628
32 590	9,95753
32 600	9,95728
32 610	9,95755
32 620	9,95815
32 630	9,9575
32 640	9,95535
32 650	9,95572
32 660	9,95638
32 670	9,95737
32 680	9,95758
32 690	9,95685
32 700	9,95644
32 710	9,95728
32 720	9,95701
32 730	9,95685
32 740	9,95765
32 750	9,95733
32 760	9,95674
32 770	9,95663
32 780	9,9558
32 790	9,95565
32 800	9,95739
32 810	9,95828
32 820	9,95813
32 830	9,95722
32 840	9,9562
32 850	9,95678
32 860	9,95786
32 870	9,95671
32 880	9,9564
32 890	9,95759
32 900	9,95761
32 910	9,95636
32 920	9,95625
32 930	9,95669
32 940	9,95842
32 950	9,95883
32 960	9,95709
32 970	9,95617
32 980	9,9567
32 990	9,95638
33 000	9,95675
33 010	9,95754
33 020	9,95746
33 030	9,95718
33 040	9,95738
33 050	9,95659
33 060	9,95694
33 070	9,95753
33 080	9,95754
33 090	9,95765
33 100	9,9573
33 110	9,95587
33 120	9,9563
33 130	9,95739
33 140	9,95747
33 150	9,95762
33 160	9,95824
33 170	9,95746
33 180	9,95695
33 190	9,95639
33 200	9,95668
33 210	9,95797
33 220	9,9581
33 230	9,95652
33 240	9,95691
33 250	9,9574
33 260	9,95692
33 270	9,95711
33 280	9,95806
33 290	9,95815
33 300	9,95781
33 310	9,9566
33 320	9,95579
33 330	9,95725
33 340	9,95764
33 350	9,95717
33 360	9,95746
33 370	9,95801
33 380	9,95702
33 390	9,95733
33 400	9,95686
33 410	9,95727
33 420	9,95786
33 430	9,95832
33 440	9,95678
33 450	9,95658
33 460	9,95595
33 470	9,95742
33 480	9,95875
33 490	9,9586
33 500	9,95665
33 510	9,95743
33 520	9,95771
33 530	9,95738
33 540	9,95696
33 550	9,95706
33 560	9,95795
33 570	9,95846
33 580	9,95715
33 590	9,95603
33 600	9,95765
33 610	9,95803
33 620	9,95812
33 630	9,95794
33 640	9,95781
33 650	9,95664
33 660	9,95709
33 670	9,95645
33 680	9,95778
33 690	9,9584
33 700	9,95812
33 710	9,9569
33 720	9,95757
33 730	9,95704
33 740	9,95757
33 750	9,95819
33 760	9,95787
33 770	9,95722
33 780	9,9574
33 790	9,9571
33 800	9,95703
33 810	9,95753
33 820	9,95747
33 830	9,95879
33 840	9,95882
33 850	9,95714
33 860	9,956
33 870	9,95768
33 880	9,95787
33 890	9,95816
33 900	9,95765
33 910	9,9576
33 920	9,95737
33 930	9,95743
33 940	9,95695
33 950	9,95845
33 960	9,95918
33 970	9,95762
33 980	9,95705
33 990	9,95732
34 000	9,95741
34 010	9,9572
34 020	9,95783
34 030	9,95765
34 040	9,95872
34 050	9,9581
34 060	9,95708
34 070	9,95684
34 080	9,95782
34 090	9,958
34 100	9,95903
34 110	9,95826
34 120	9,95619
34 130	9,95642
34 140	9,95802
34 150	9,95873
34 160	9,95834
34 170	9,95797
34 180	9,95751
34 190	9,9585
34 200	9,95748
34 210	9,95686
34 220	9,95759
34 230	9,95906
34 240	9,95782
34 250	9,95788
34 260	9,95732
34 270	9,95755
34 280	9,95777
34 290	9,95827
34 300	9,95835
34 310	9,95908
34 320	9,95785
34 330	9,95622
34 340	9,95697
34 350	9,95804
34 360	9,9587
34 370	9,95863
34 380	9,95801
34 390	9,95685
34 400	9,95816
34 410	9,95782
34 420	9,95823
34 430	9,95799
34 440	9,95827
34 450	9,95746
34 460	9,9583
34 470	9,95705
34 480	9,95713
34 490	9,95824
34 500	9,95931
34 510	9,95874
34 520	9,9582
34 530	9,95716
34 540	9,95719
34 550	9,95834
34 560	9,95795
34 570	9,95847
34 580	9,95873
34 590	9,95804
34 600	9,95647
34 610	9,95795
34 620	9,95865
34 630	9,95941
34 640	9,9583
34 650	9,95744
34 660	9,95744
34 670	9,9587
34 680	9,95749
34 690	9,9572
34 700	9,95831
34 710	9,95902
34 720	9,95897
34 730	9,95809
34 740	9,95687
34 750	9,95712
34 760	9,95906
34 770	9,95906
34 780	9,95877
34 790	9,9573
34 800	9,95678
34 810	9,95762
34 820	9,95928
34 830	9,95844
34 840	9,95858
34 850	9,95857
34 860	9,95821
34 870	9,95778
34 880	9,95785
34 890	9,95775
34 900	9,95845
34 910	9,95884
34 920	9,95809
34 930	9,95841
34 940	9,95814
34 950	9,9575
34 960	9,95796
34 970	9,95956
34 980	9,95914
34 990	9,95867
35 000	9,95699
35 010	9,95667
35 020	9,95827
35 030	9,95953
35 040	9,95863
35 050	9,9582
35 060	9,95826
35 070	9,95807
35 080	9,9585
35 090	9,95804
35 100	9,95802
35 110	9,95878
35 120	9,9591
35 130	9,95767
35 140	9,95782
35 150	9,95758
35 160	9,95836
35 170	9,95922
35 180	9,95957
35 190	9,95834
35 200	9,95843
35 210	9,95763
35 220	9,95741
35 230	9,95838
35 240	9,95931
35 250	9,95915
35 260	9,95868
35 270	9,95731
35 280	9,95733
35 290	9,95957
35 300	9,95964
35 310	9,95843
35 320	9,95793
35 330	9,95854
35 340	9,95832
35 350	9,95842
35 360	9,9571
35 370	9,95811
35 380	9,95977
35 390	9,95993
35 400	9,95797
35 410	9,9578
35 420	9,95748
35 430	9,95861
35 440	9,95954
35 450	9,95909
35 460	9,95799
35 470	9,95804
35 480	9,95775
35 490	9,95826
35 500	9,95938
35 510	9,95922
35 520	9,95899
35 530	9,95883
35 540	9,9581
35 550	9,95789
35 560	9,95885
35 570	9,95838
35 580	9,95859
35 590	9,95925
35 600	9,95912
35 610	9,95845
35 620	9,95809
35 630	9,95778
35 640	9,95933
35 650	9,96042
35 660	9,95903
35 670	9,95745
35 680	9,95773
35 690	9,958
35 700	9,95906
35 710	9,95946
35 720	9,95887
35 730	9,95888
35 740	9,95898
35 750	9,95802
35 760	9,95827
35 770	9,95903
35 780	9,95902
35 790	9,95889
35 800	9,95885
35 810	9,95791
35 820	9,95838
35 830	9,95882
35 840	9,95865
35 850	9,95933
35 860	9,95999
35 870	9,95906
35 880	9,95822
35 890	9,95756
35 900	9,95775
35 910	9,95981
35 920	9,96052
35 930	9,95876
35 940	9,95772
35 950	9,95837
35 960	9,95901
35 970	9,95981
35 980	9,95906
35 990	9,95851
36 000	9,95912
36 010	9,95916
36 020	9,9577
36 030	9,95807
36 040	9,95879
36 050	9,95945
36 060	9,96003
36 070	9,95946
36 080	9,95813
36 090	9,95823
36 100	9,95852
36 110	9,9589
36 120	9,95982
36 130	9,95931
36 140	9,95813
36 150	9,95818
36 160	9,95837
36 170	9,95897
36 180	9,96031
36 190	9,96
36 200	9,95867
36 210	9,95855
36 220	9,95862
36 230	9,95878
36 240	9,95891
36 250	9,95875
36 260	9,95903
36 270	9,96039
36 280	9,95921
36 290	9,95806
36 300	9,95844
36 310	9,9596
36 320	9,95982
36 330	9,95992
36 340	9,95842
36 350	9,95804
36 360	9,95837
36 370	9,95852
36 380	9,95923
36 390	9,9605
36 400	9,95984
36 410	9,95838
36 420	9,95852
36 430	9,95842
36 440	9,95957
36 450	9,95965
36 460	9,95879
36 470	9,95814
36 480	9,95963
36 490	9,95911
36 500	9,95917
36 510	9,95851
36 520	9,95929
36 530	9,96029
36 540	9,96128
36 550	9,9584
36 560	9,95708
36 570	9,95792
36 580	9,95994
36 590	9,96089
36 600	9,95982
36 610	9,95797
36 620	9,95847
36 630	9,96034
36 640	9,95965
36 650	9,95932
36 660	9,95898
36 670	9,95938
36 680	9,95907
36 690	9,95913
36 700	9,95771
36 710	9,95888
36 720	9,95968
36 730	9,96023
36 740	9,96016
36 750	9,95989
36 760	9,95807
36 770	9,9582
36 780	9,95913
36 790	9,95976
36 800	9,96026
36 810	9,95919
36 820	9,958
36 830	9,95849
36 840	9,96018
36 850	9,96009
36 860	9,96062
36 870	9,95958
36 880	9,95903
36 890	9,9591
36 900	9,95933
36 910	9,95825
36 920	9,95916
36 930	9,95976
36 940	9,96016
36 950	9,96012
36 960	9,95927
36 970	9,95855
36 980	9,95931
36 990	9,96013
37 000	9,95956
37 010	9,96
37 020	9,95867
37 030	9,95775
37 040	9,95789
37 050	9,95982
37 060	9,96085
37 070	9,96145
37 080	9,95888
37 090	9,95791
37 100	9,95937
37 110	9,96076
37 120	9,95932
37 130	9,95842
37 140	9,95867
37 150	9,96008
37 160	9,9611
37 170	9,95889
37 180	9,95831
37 190	9,95976
37 200	9,9619
37 210	9,96099
37 220	9,95981
37 230	9,95696
37 240	9,95784
37 250	9,95993
37 260	9,96138
37 270	9,95975
37 280	9,95916
37 290	9,9588
37 300	9,96028
37 310	9,96059
37 320	9,95922
37 330	9,95878
37 340	9,9598
37 350	9,95971
37 360	9,95871
37 370	9,95899
37 380	9,95853
37 390	9,95971
37 400	9,96042
37 410	9,96128
37 420	9,96041
37 430	9,9597
37 440	9,95763
37 450	9,95911
37 460	9,96056
37 470	9,96064
37 480	9,95934
37 490	9,9592
37 500	9,95913
37 510	9,96031
37 520	9,96093
37 530	9,96032
37 540	9,9604
37 550	9,96002
37 560	9,95924
37 570	9,95888
37 580	9,95929
37 590	9,95868
37 600	9,95985
37 610	9,96044
37 620	9,96052
37 630	9,95999
37 640	9,95964
37 650	9,95865
37 660	9,95971
37 670	9,96035
37 680	9,96019
37 690	9,95955
37 700	9,95833
37 710	9,95786
37 720	9,95987
37 730	9,96217
37 740	9,96113
37 750	9,95986
37 760	9,95882
37 770	9,96014
37 780	9,96106
37 790	9,95975
37 800	9,95783
37 810	9,95976
37 820	9,96157
37 830	9,96091
37 840	9,95925
37 850	9,95875
37 860	9,96002
37 870	9,96197
37 880	9,96157
37 890	9,95925
37 900	9,95841
37 910	9,95803
37 920	9,95954
37 930	9,96087
37 940	9,96061
37 950	9,95911
37 960	9,96028
37 970	9,96052
37 980	9,96011
37 990	9,95949
38 000	9,95973
38 010	9,95997
38 020	9,96033
38 030	9,95922
38 040	9,95922
38 050	9,96003
38 060	9,95976
38 070	9,96025
38 080	9,96192
38 090	9,96193
38 100	9,95967
38 110	9,9588
38 120	9,95892
38 130	9,9606
38 140	9,96087
38 150	9,96
38 160	9,9595
38 170	9,96044
38 180	9,95992
38 190	9,96029
38 200	9,961
38 210	9,96082
38 220	9,95999
38 230	9,95981
38 240	9,9591
38 250	9,95928
38 260	9,95961
38 270	9,95962
38 280	9,96048
38 290	9,9613
38 300	9,96073
38 310	9,96008
38 320	9,95971
38 330	9,95912
38 340	9,96035
38 350	9,96155
38 360	9,96045
38 370	9,95878
38 380	9,95871
38 390	9,96021
38 400	9,96229
38 410	9,96187
38 420	9,95974
38 430	9,95975
38 440	9,96131
38 450	9,96069
38 460	9,95938
38 470	9,95872
38 480	9,95989
38 490	9,96168
38 500	9,96146
38 510	9,95936
38 520	9,95939
38 530	9,96038
38 540	9,96107
38 550	9,96133
38 560	9,96059
38 570	9,95894
38 580	9,95901
38 590	9,95957
38 600	9,96029
38 610	9,96096
38 620	9,96083
38 630	9,96042
38 640	9,96092
38 650	9,96052
38 660	9,95976
38 670	9,96044
38 680	9,96051
38 690	9,96022
38 700	9,96028
38 710	9,96048
38 720	9,95993
38 730	9,96022
38 740	9,96056
38 750	9,9617
38 760	9,96223
38 770	9,96065
38 780	9,95897
38 790	9,95972
38 800	9,96022
38 810	9,96028
38 820	9,96065
38 830	9,96069
38 840	9,9604
38 850	9,96023
38 860	9,96022
38 870	9,96075
38 880	9,96171
38 890	9,96039
38 900	9,95978
38 910	9,96005
38 920	9,96021
38 930	9,95981
38 940	9,96033
38 950	9,96043
38 960	9,96139
38 970	9,9621
38 980	9,96097
38 990	9,95953
39 000	9,95964
39 010	9,96063
39 020	9,9618
39 030	9,9616
39 040	9,95921
39 050	9,95911
39 060	9,96097
39 070	9,96205
39 080	9,96117
39 090	9,96077
39 100	9,96033
39 110	9,96143
39 120	9,96086
39 130	9,95934
39 140	9,9591
39 150	9,96088
39 160	9,96147
39 170	9,96118
39 180	9,96058
39 190	9,95979
39 200	9,96074
39 210	9,96123
39 220	9,96103
39 230	9,96075
39 240	9,96074
39 250	9,9595
39 260	9,96005
39 270	9,96032
39 280	9,96113
39 290	9,96131
39 300	9,96182
39 310	9,96058
39 320	9,96098
39 330	9,96071
39 340	9,96058
39 350	9,96059
39 360	9,96088
39 370	9,96074
39 380	9,96119
39 390	9,96079
39 400	9,95983
39 410	9,96091
39 420	9,96184
39 430	9,9619
39 440	9,96085
39 450	9,96044
39 460	9,9596
39 470	9,96062
39 480	9,96027
39 490	9,96091
39 500	9,96143
39 510	9,9616
39 520	9,96
39 530	9,96065
39 540	9,96104
39 550	9,96148
39 560	9,96113
39 570	9,96055
39 580	9,96032
39 590	9,96102
39 600	9,96069
39 610	9,96006
39 620	9,961
39 630	9,96176
39 640	9,96219
39 650	9,96175
39 660	9,96026
39 670	9,95954
39 680	9,96119
39 690	9,96187
39 700	9,96153
39 710	9,96039
39 720	9,96017
39 730	9,96085
39 740	9,9619
39 750	9,96105
39 760	9,96075
39 770	9,96169
39 780	9,96149
39 790	9,96061
39 800	9,96
39 810	9,96015
39 820	9,9609
39 830	9,96184
39 840	9,96123
39 850	9,9612
39 860	9,96118
39 870	9,96066
39 880	9,96058
39 890	9,96153
39 900	9,96161
39 910	9,96129
39 920	9,96089
39 930	9,96
39 940	9,96069
39 950	9,96155
39 960	9,96188
39 970	9,9617
39 980	9,96187
39 990	9,96072
40 000	9,96109
40 010	9,96086
40 020	9,96088
40 030	9,96095
40 040	9,96196
40 050	9,96116
40 060	9,96093
40 070	9,96067
40 080	9,96093
40 090	9,96177
40 100	9,96191
40 110	9,96107
40 120	9,96121
40 130	9,96125
40 140	9,96007
40 150	9,9604
40 160	9,96142
40 170	9,96231
40 180	9,96176
40 190	9,96108
40 200	9,96015
40 210	9,96169
40 220	9,96171
40 230	9,96126
40 240	9,96099
40 250	9,96167
40 260	9,961
40 270	9,96128
40 280	9,96074
40 290	9,96098
40 300	9,96198
40 310	9,96259
40 320	9,96154
40 330	9,96104
40 340	9,96055
40 350	9,96082
40 360	9,96195
40 370	9,96173
40 380	9,96099
40 390	9,96141
40 400	9,96174
40 410	9,96091
40 420	9,96115
40 430	9,96132
40 440	9,96208
40 450	9,96213
40 460	9,96111
40 470	9,96019
40 480	9,96128
40 490	9,9616
40 500	9,96134
40 510	9,96175
40 520	9,96195
40 530	9,96159
40 540	9,96136
40 550	9,96073
40 560	9,96113
40 570	9,96226
40 580	9,96196
40 590	9,96134
40 600	9,96119
40 610	9,96101
40 620	9,96105
40 630	9,96207
40 640	9,96208
40 650	9,96182
40 660	9,96193
40 670	9,96111
40 680	9,96099
40 690	9,96139
40 700	9,9616
40 710	9,96176
40 720	9,96217
40 730	9,96124
40 740	9,96121
40 750	9,96161
40 760	9,96148
40 770	9,96133
40 780	9,96227
40 790	9,96208
40 800	9,96174
40 810	9,9608
40 820	9,96044
40 830	9,96166
40 840	9,9631
40 850	9,96194
40 860	9,96118
40 870	9,96139
40 880	9,96156
40 890	9,96172
40 900	9,9616
40 910	9,96146
40 920	9,96207
40 930	9,96247
40 940	9,96115
40 950	9,961
40 960	9,96154
40 970	9,96213
40 980	9,9625
40 990	9,96236
41 000	9,96112
41 010	9,96144
41 020	9,96161
41 030	9,96154
41 040	9,96154
41 050	9,96228
41 060	9,96192
41 070	9,96223
41 080	9,96127
41 090	9,96087
41 100	9,96183
41 110	9,96303
41 120	9,96204
41 130	9,9616
41 140	9,96127
41 150	9,96146
41 160	9,96204
41 170	9,96178
41 180	9,96153
41 190	9,96241
41 200	9,96262
41 210	9,96138
41 220	9,96135
41 230	9,9614
41 240	9,96197
41 250	9,96237
41 260	9,96241
41 270	9,96133
41 280	9,96197
41 290	9,96133
41 300	9,96159
41 310	9,96225
41 320	9,96278
41 330	9,96193
41 340	9,96192
41 350	9,96127
41 360	9,96145
41 370	9,96222
41 380	9,96231
41 390	9,96192
41 400	9,96237
41 410	9,96203
41 420	9,96163
41 430	9,96195
41 440	9,96163
41 450	9,96214
41 460	9,9628
41 470	9,96233
41 480	9,96112
41 490	9,96155
41 500	9,96171
41 510	9,96244
41 520	9,96263
41 530	9,96207
41 540	9,96177
41 550	9,96258
41 560	9,96159
41 570	9,96135
41 580	9,96214
41 590	9,96288
41 600	9,96246
41 610	9,96196
41 620	9,96106
41 630	9,96191
41 640	9,96289
41 650	9,9623
41 660	9,96199
41 670	9,96249
41 680	9,9622
41 690	9,96166
41 700	9,96178
41 710	9,96172
41 720	9,96258
41 730	9,96307
41 740	9,96211
41 750	9,96175
41 760	9,96189
41 770	9,96185
41 780	9,96251
41 790	9,96291
41 800	9,96207
41 810	9,96192
41 820	9,96214
41 830	9,96173
41 840	9,96184
41 850	9,96265
41 860	9,96258
41 870	9,96285
41 880	9,96202
41 890	9,96129
41 900	9,96206
41 910	9,96285
41 920	9,96221
41 930	9,96211
41 940	9,96271
41 950	9,96224
41 960	9,96213
41 970	9,96164
41 980	9,96216
41 990	9,96308
42 000	9,96319
42 010	9,96174
42 020	9,96211
42 030	9,96205
42 040	9,96207
42 050	9,96226
42 060	9,96301
42 070	9,96253
42 080	9,96268
42 090	9,96183
42 100	9,96173
42 110	9,96239
42 120	9,96287
42 130	9,96247
42 140	9,9626
42 150	9,96213
42 160	9,96173
42 170	9,96265
42 180	9,96256
42 190	9,96224
42 200	9,96252
42 210	9,96314
42 220	9,96267
42 230	9,96223
42 240	9,96117
42 250	9,96218
42 260	9,96361
42 270	9,96346
42 280	9,96166
42 290	9,96208
42 300	9,96222
42 310	9,96277
42 320	9,96271
42 330	9,96261
42 340	9,96252
42 350	9,96301
42 360	9,96209
42 370	9,9619
42 380	9,96257
42 390	9,96268
42 400	9,96262
42 410	9,96304
42 420	9,96261
42 430	9,96219
42 440	9,96235
42 450	9,96213
42 460	9,96261
42 470	9,96324
42 480	9,9628
42 490	9,96233
42 500	9,96219
42 510	9,96185
42 520	9,96272
42 530	9,96374
42 540	9,96299
42 550	9,96212
42 560	9,96229
42 570	9,96255
42 580	9,96274
42 590	9,96263
42 600	9,96222
42 610	9,96323
42 620	9,96353
42 630	9,96225
42 640	9,96192
42 650	9,96276
42 660	9,96307
42 670	9,96295
42 680	9,96311
42 690	9,9625
42 700	9,96254
42 710	9,96214
42 720	9,96219
42 730	9,96313
42 740	9,96398
42 750	9,96264
42 760	9,96234
42 770	9,96216
42 780	9,96256
42 790	9,96295
42 800	9,96341
42 810	9,96244
42 820	9,96266
42 830	9,96274
42 840	9,96279
42 850	9,96273
42 860	9,9625
42 870	9,96254
42 880	9,96393
42 890	9,96368
42 900	9,9619
42 910	9,96175
42 920	9,96286
42 930	9,96358
42 940	9,96343
42 950	9,96291
42 960	9,96248
42 970	9,96312
42 980	9,96256
42 990	9,96243
43 000	9,96322
43 010	9,96376
43 020	9,9627
43 030	9,96261
43 040	9,96232
43 050	9,96277
43 060	9,96309
43 070	9,96323
43 080	9,96288
43 090	9,9634
43 100	9,96278
43 110	9,96254
43 120	9,96255
43 130	9,96279
43 140	9,96298
43 150	9,96396
43 160	9,96317
43 170	9,96218
43 180	9,96247
43 190	9,96311
43 200	9,9637
43 210	9,96362
43 220	9,96298
43 230	9,96278
43 240	9,9633
43 250	9,96257
43 260	9,96255
43 270	9,96346
43 280	9,96379
43 290	9,96313
43 300	9,96291
43 310	9,96257
43 320	9,96312
43 330	9,96327
43 340	9,96277
43 350	9,96302
43 360	9,96383
43 370	9,96303
43 380	9,9622
43 390	9,96239
43 400	9,9631
43 410	9,96396
43 420	9,96398
43 430	9,96276
43 440	9,96251
43 450	9,96292
43 460	9,963
43 470	9,9634
43 480	9,96365
43 490	9,96305
43 500	9,96319
43 510	9,96332
43 520	9,96292
43 530	9,96289
43 540	9,96353
43 550	9,96363
43 560	9,96376
43 570	9,96311
43 580	9,96238
43 590	9,96298
43 600	9,96343
43 610	9,963
43 620	9,96363
43 630	9,96412
43 640	9,96335
43 650	9,9624
43 660	9,96238
43 670	9,96333
43 680	9,96443
43 690	9,96369
43 700	9,96232
43 710	9,96275
43 720	9,96345
43 730	9,96328
43 740	9,96341
43 750	9,96366
43 760	9,96354
43 770	9,96378
43 780	9,96307
43 790	9,96261
43 800	9,96299
43 810	9,96356
43 820	9,96372
43 830	9,96426
43 840	9,96337
43 850	9,96263
43 860	9,96298
43 870	9,96376
43 880	9,96367
43 890	9,9642
43 900	9,9634
43 910	9,96283
43 920	9,96264
43 930	9,96303
43 940	9,96362
43 950	9,96445
43 960	9,96357
43 970	9,9628
43 980	9,96358
43 990	9,96369
44 000	9,96308
44 010	9,96284
44 020	9,96337
44 030	9,96422
44 040	9,96454
44 050	9,96243
44 060	9,96213
44 070	9,96353
44 080	9,96481
44 090	9,96419
44 100	9,96382
44 110	9,96285
44 120	9,96312
44 130	9,96335
44 140	9,9635
44 150	9,96373
44 160	9,96428
44 170	9,96352
44 180	9,96345
44 190	9,96363
44 200	9,96328
44 210	9,9634
44 220	9,96401
44 230	9,96385
44 240	9,9636
44 250	9,96345
44 260	9,96281
44 270	9,9631
44 280	9,96352
44 290	9,96417
44 300	9,96464
44 310	9,9643
44 320	9,96226
44 330	9,96255
44 340	9,96403
44 350	9,96446
44 360	9,96381
44 370	9,96334
44 380	9,96329
44 390	9,96404
44 400	9,9638
44 410	9,96325
44 420	9,9641
44 430	9,96481
44 440	9,96401
44 450	9,96337
44 460	9,96336
44 470	9,96306
44 480	9,96376
44 490	9,96404
44 500	9,9643
44 510	9,96446
44 520	9,96367
44 530	9,96275
44 540	9,9634
44 550	9,96425
44 560	9,96433
44 570	9,96433
44 580	9,96326
44 590	9,96253
44 600	9,96332
44 610	9,96434
44 620	9,96411
44 630	9,96413
44 640	9,96368
44 650	9,9641
44 660	9,96429
44 670	9,96324
44 680	9,96247
44 690	9,96416
44 700	9,96514
44 710	9,9644
44 720	9,96338
44 730	9,96296
44 740	9,96384
44 750	9,96495
44 760	9,96463
44 770	9,96391
44 780	9,96433
44 790	9,96346
44 800	9,96315
44 810	9,96343
44 820	9,96426
44 830	9,96433
44 840	9,96471
44 850	9,96371
44 860	9,96365
44 870	9,96382
44 880	9,96383
44 890	9,9636
44 900	9,96434
44 910	9,96383
44 920	9,96378
44 930	9,96366
44 940	9,96317
44 950	9,96354
44 960	9,96494
44 970	9,96521
44 980	9,96455
44 990	9,96375
45 000	9,96287
45 010	9,96379
45 020	9,96457
45 030	9,96438
45 040	9,96407
45 050	9,96464
45 060	9,96391
45 070	9,96394
45 080	9,96415
45 090	9,9645
45 100	9,96469
45 110	9,96466
45 120	9,96344
45 130	9,96374
45 140	9,96377
45 150	9,9633
45 160	9,9636
45 170	9,96505
45 180	9,96517
45 190	9,96446
45 200	9,96326
45 210	9,96282
45 220	9,96434
45 230	9,96525
45 240	9,9642
45 250	9,96344
45 260	9,96349
45 270	9,96379
45 280	9,96462
45 290	9,96462
45 300	9,96427
45 310	9,96483
45 320	9,96542
45 330	9,96442
45 340	9,96343
45 350	9,96309
45 360	9,96401
45 370	9,96561
45 380	9,96507
45 390	9,96365
45 400	9,96385
45 410	9,96471
45 420	9,96448
45 430	9,9645
45 440	9,96459
45 450	9,96463
45 460	9,96422
45 470	9,96303
45 480	9,96278
45 490	9,9644
45 500	9,96523
45 510	9,96462
45 520	9,96462
45 530	9,96421
45 540	9,9641
45 550	9,96418
45 560	9,96409
45 570	9,96393
45 580	9,9648
45 590	9,9645
45 600	9,96414
45 610	9,96387
45 620	9,96405
45 630	9,96474
45 640	9,96627
45 650	9,96544
45 660	9,96434
45 670	9,96376
45 680	9,96369
45 690	9,96406
45 700	9,96493
45 710	9,96479
45 720	9,96468
45 730	9,96452
45 740	9,96409
45 750	9,96444
45 760	9,96515
45 770	9,96461
45 780	9,96401
45 790	9,96458
45 800	9,96424
45 810	9,96399
45 820	9,96321
45 830	9,96363
45 840	9,96513
45 850	9,96676
45 860	9,96482
45 870	9,96352
45 880	9,96348
45 890	9,96485
45 900	9,96512
45 910	9,96494
45 920	9,96371
45 930	9,96447
45 940	9,96503
45 950	9,96462
45 960	9,96443
45 970	9,96528
45 980	9,96538
45 990	9,96568
46 000	9,96492
46 010	9,96348
46 020	9,96351
46 030	9,9644
46 040	9,96512
46 050	9,9651
46 060	9,96492
46 070	9,9642
46 080	9,96492
46 090	9,96461
46 100	9,96413
46 110	9,96486
46 120	9,96568
46 130	9,96425
46 140	9,96337
46 150	9,96346
46 160	9,96472
46 170	9,9655
46 180	9,96528
46 190	9,96466
46 200	9,96553
46 210	9,96521
46 220	9,96409
46 230	9,96414
46 240	9,96483
46 250	9,96498
46 260	9,96534
46 270	9,96489
46 280	9,96429
46 290	9,96455
46 300	9,96506
46 310	9,96561
46 320	9,96617
46 330	9,96511
46 340	9,96394
46 350	9,96385
46 360	9,9642
46 370	9,96446
46 380	9,96551
46 390	9,96521
46 400	9,96452
46 410	9,96462
46 420	9,96502
46 430	9,96485
46 440	9,96485
46 450	9,96439
46 460	9,96495
46 470	9,96544
46 480	9,96441
46 490	9,96325
46 500	9,96429
46 510	9,9659
46 520	9,9665
46 530	9,96593
46 540	9,96427
46 550	9,96424
46 560	9,9653
46 570	9,96525
46 580	9,96454
46 590	9,965
46 600	9,96522
46 610	9,96547
46 620	9,96475
46 630	9,96439
46 640	9,96496
46 650	9,96646
46 660	9,96553
46 670	9,96481
46 680	9,96426
46 690	9,96416
46 700	9,9642
46 710	9,96507
46 720	9,96497
46 730	9,9656
46 740	9,96564
46 750	9,96508
46 760	9,96428
46 770	9,96457
46 780	9,96509
46 790	9,96607
46 800	9,96557
46 810	9,96385
46 820	9,96408
46 830	9,96533
46 840	9,96563
46 850	9,96533
46 860	9,96594
46 870	9,96582
46 880	9,96575
46 890	9,96447
46 900	9,96433
46 910	9,96489
46 920	9,96577
46 930	9,96502
46 940	9,96568
46 950	9,96527
46 960	9,96464
46 970	9,96451
46 980	9,96585
46 990	9,96594
47 000	9,96595
47 010	9,96463
47 020	9,96402
47 030	9,9642
47 040	9,96497
47 050	9,96519
47 060	9,96593
47 070	9,9655
47 080	9,9649
47 090	9,9656
47 100	9,96547
47 110	9,96462
47 120	9,96475
47 130	9,96601
47 140	9,96598
47 150	9,96517
47 160	9,96386
47 170	9,96464
47 180	9,96649
47 190	9,96674
47 200	9,9655
47 210	9,96563
47 220	9,96542
47 230	9,96491
47 240	9,96471
47 250	9,96491
47 260	9,96541
47 270	9,96621
47 280	9,96555
47 290	9,96454
47 300	9,96492
47 310	9,9655
47 320	9,96605
47 330	9,96598
47 340	9,96497
47 350	9,96471
47 360	9,96518
47 370	9,965
47 380	9,96427
47 390	9,96542
47 400	9,9661
47 410	9,96671
47 420	9,96577
47 430	9,96465
47 440	9,96443
47 450	9,96616
47 460	9,96618
47 470	9,96574
47 480	9,96497
47 490	9,96499
47 500	9,96525
47 510	9,96606
47 520	9,96558
47 530	9,96597
47 540	9,96667
47 550	9,96585
47 560	9,96495
47 570	9,96486
47 580	9,96514
47 590	9,96514
47 600	9,96586
47 610	9,96566
47 620	9,96613
47 630	9,96535
47 640	9,96476
47 650	9,96503
47 660	9,96679
47 670	9,96598
47 680	9,96554
47 690	9,96462
47 700	9,96483
47 710	9,96496
47 720	9,966
47 730	9,96578
47 740	9,96638
47 750	9,96615
47 760	9,96581
47 770	9,96556
47 780	9,96532
47 790	9,96512
47 800	9,96604
47 810	9,96665
47 820	9,9653
47 830	9,96499
47 840	9,96546
47 850	9,9662
47 860	9,96609
47 870	9,96615
47 880	9,96593
47 890	9,96663
47 900	9,96525
47 910	9,96417
47 920	9,96467
47 930	9,96657
47 940	9,96639
47 950	9,96594
47 960	9,96504
47 970	9,9652
47 980	9,9662
47 990	9,96623
48 000	9,96551
48 010	9,96559
48 020	9,96591
48 030	9,96568
48 040	9,96542
48 050	9,96482
48 060	9,96529
48 070	9,96694
48 080	9,96731
48 090	9,96612
